,date,title,summary
187,9 September 2015,Deep Shift: Technology Tipping Points and Societal Impact,Digital connectivity enabled by the software technologies is changing the society fundamentally.
188,12 August 2015,Inclusive Growth Report 2015,"Around the world, no bigger policy challenge preoccupies leaders than expanding social participation in the process and benefits of economic growth. The report, which covers 112 economies..."
189,23 July 2015,Alternative Investments 2020: An Introduction to Alternative Investments,"The goal of this report is to provide policymakers, regulators, journalists, and the public with an objective overview of the industry in order to better understand the benefits and risks..."
190,14 July 2015,Blended Finance Toolkit,"The Blended Finance Toolkit, a product of the Redesigning Development Finance Initiative (RDFI), is designed to provide an overview of the Blended Finance ecosystem and its benefits, whil..."
191,25 June 2015,Future of Financial Services 2015,A look into the game-changing effect of new technology on finance: How is financial services adapting to the ebb and flow of currents in its industry.
192,4 June 2015,Managing the Risk and Impact of Future Epidemics: Options for Public-Private Cooperation,"The report aims to start a dialogue between the private sector, the international community and the leaders who will form collaborations."
193,23 May 2015,Africa Competitiveness Report 2015,"The Africa Competitiveness Report was first published in 1998 and has, since 2007, been a biennial project highlighting areas that require policy action and investment to ensure Africa’s ..."
194,12 May 2015,Africa Strategic Infrastructure Initiative: A Principled Approach to Infrastructure Project Preparation Facilities,"In Africa, the key obstacle is a shortage of appropriate capabilities and capacities. "
195,8 May 2015,The Human Capital Report 2015,"Talent, not capital, will be the key factor linking innovation, competitiveness and growth in the 21st century, and we must each understand better the global talent value chain. Better da..."
196,1 May 2015,Travel and Tourism Competitiveness Report 2015,"The World Economic Forum has, for the past nine years, engaged key industry and thought leaders through its Aviation &amp; Travel Industry Partnership Programme, along with its Global Age..."
197,21 April 2015,Emerging Best Practices of Chinese Globalizers: Develop the Innovation Model,"The third phase of the report, Emerging Best Practices of Chinese Globalizers: Develop the Innovation Model, explores the intertwined relationship between globalization and innovation as ..."
198,20 April 2015,Economics of Non-Communicable Diseases in Indonesia,"The Economics of Non-Communicable Diseases in Indonesia provides new data on the economic burden of NCDs in the country, and puts it in perspective by drawing a comparison with India and ..."
199,20 April 2015,Accelerating Emerging Capital Markets Development: Corporate Bond Markets,Accelerating Emerging Capital Markets Development: Corporate Bond Markets is the inaugural report from the World Economic Forum’s initiative on accelerating capital markets development in...
200,14 April 2015,White Paper on Decoding the Complexity of Trust: Industry Perspectives,"Trust is crucial to business success; how to build and nurture trust is an increasing focus of business leaders. Phase II (2014-2015) of the Forum’s project on The Leadership, Trust and P..."
201,1 April 2015,Global Information Technology Report 2015,"The Global Information Technology Report 2015 features the latest iteration of the Networked Readiness Index, which assesses the factors, policies and institutions that enable a country t..."
202,19 March 2015,Partnering for Cyber Resilience: Principles and Guidelines,"The World Economic Forum recognizes that the risks, rewards and governance of the networked economy are core issues of the global agenda and fundamental for sustainable growth and stabili..."
203,18 March 2015,Emerging Horizons in Real Estate,"Policy-makers are currently debating whether asset-pricing dynamics can, or should, be managed in the public interest. This initiative delves into the mechanisms of asset pricing to learn..."
204,12 March 2015,Closing the Gender Gap: The Gender Parity Taskforces,"As gender parity becomes a strategic priority for organizations and governments, demand is increasing for translating insights into multistakeholder dialogue, collaboration and action to ..."
205,12 March 2015,Top 10 Emerging Technologies of 2015,"Technology is perhaps the greatest agent of change in the modern world. While never without risk, technological breakthroughs promise innovative solutions to the most pressing global chal..."
206,26 February 2015,Geo-economics: Seven Challenges to Globalization,This report from the World Economic Forum’s Global Agenda Council on Geo-economics maps out the challenges that current geo-economic trends pose for globalisation. Findings show that the ...
207,25 February 2015,World Economic Forum Annual Meeting 2015: The New Global Context,"At the Annual Meeting 2015, global leaders from government, business and civil society took advantage of the Forum’s unique multistakeholder platform to address profound political, econom..."
208,20 February 2015,Engaging Tomorrow’s Consumer: Project Report 2015,"Since 2012, significant work has been done with Partner companies and key stakeholders, to design, launch and scale up programs to create a movement to change consumer attitudes and behav..."
209,20 February 2015,Engaging Tomorrow’s Consumer: Project Report 2015,"Since 2012, significant work has been done with Partner companies and key stakeholders, to design, launch and scale up programs to create a movement to change consumer attitudes and behav..."
210,20 February 2015,Strategic Infrastructure: Mitigation of Political & Regulatory Risk in Infrastructure Projects,Trillions of dollars are needed to bridge the infrastructure gap. This report examines various elements of political and regulatory risk in infrastructure projects and identifies factors ...
211,18 February 2015,Hedging Risk by Combating Human Trafficking: Insights from the Private Sector,The Forum’s new publication Hedging Risk by Combating Human Trafficking: Insights from the Private Sector is designed to help companies share best practices so they can mitigate their ris...
212,17 February 2015,Disrupting Unemployment,"The Disrupting Unemployment report consolidates information on business-led partnerships for addressing skills gaps, fostering entrepreneurship and facilitating the talent market. This in..."
213,24 January 2015,Beyond Supply Chains - Empowering Responsible Value Chains,Over the past few years there has been mounting pressure on global supply chain directors not only to increase supply chain performance for commercial gain but also to ensure that their s...
214,23 January 2015,Bridging the Skills and Innovation Gap to Boost Productivity in Latin America The Competitiveness Lab,"The Competitiveness Lab seeks to achieve this by designing competitiveness strategies, defining policies in specific areas of competitiveness and facilitating public-private collaborations."
215,22 January 2015,Health Systems Leapfrogging in Emerging Economies: From Concept to Scale-up and System Transformation,"Developed by the World Economic Forum in collaboration with the Boston Consulting Group, Health Systems Leapfrogging in Emerging Economies: From Concept to Scale-up and System Transformat..."
216,20 January 2015,Enabling Trade: Increasing the Potential of Trade Reforms,"Improvements in infrastructure, the business environment and market access are needed to create globally competitive industries. Enabling Trade: Increasing the Potential of Trade Reforms ..."
217,20 January 2015,Data-Driven Development,"Based on insights from a cross-disciplinary community of policy-makers and experts from industry, academia and civil society convened by the World Economic Forum, this report hopes to hel..."
218,20 January 2015,Industrial Internet of Things,"During the past 15 years, the Internet revolution has redefined business-to-consumer (B2C) industries such as media, retail and financial services. In the next 10 years, the Internet of T..."
219,19 January 2015,Partnering for Cyber Resilience Towards the Quantification of Cyber Threats,Cyber risk management is an imperative to organizations today. This report outlines a “cyber value-at-risk” framework that seeks to unify all dimensions of cyberthreats and encourages org...
220,19 January 2015,The Business of Creativity: Seeking Value in the Digital Content Ecosystem,"The internet has had a significant impact on the media, entertainment and information industry. Constantly evolving technologies and the accelerating pace of innovation will require more ..."
221,19 January 2015,Maximizing Healthy Life Years: Investments that Pay Off,"In times of economic uncertainty and slow growth, it is more important than ever for economies to find alternative ways to gain a competitive advantage. Healthy populations can be the sol..."
222,19 January 2015,Benchmarking Inclusive Growth and Development: Discussion Paper,Rising income inequality is often the cause of social and political unrest and is damaging to our future economic well-being. Yet while it is clear that economic growth must also deliver ...
223,16 January 2015,Building Foundations Against Corruption Recommendations on Anti-Corruption in the Infrastructure & Urban Development Industries,"Bribery and corruption exist across all industries, but the engineering, construction and real estate sectors are particularly at risk, given the size, complexity and strategic importance..."
224,11 January 2015,Global Strategic Foresight Community,"As an extension of its own Strategic Foresight practice, the World Economic Forum has established a new community initiative, the Global Strategic Foresight Community (GSFC). A diverse, m..."
225,9 January 2015,Global Risks 2015,"The 2015 edition of the Global Risks report completes a decade of highlighting the most significant long-term risks worldwide, drawing on the perspectives of experts and global decision-m..."
226,8 January 2015,"Leveraging Entrepreneurial Ambition and Innovation: A Global Perspective on Entrepreneurship, Competitiveness and Development","Entrepreneurship is a critical driver of economic growth, innovation and prosperity. The report Leveraging Entrepreneurial Ambition and Innovation: A Global Perspective on Entrepreneurshi..."
227,7 January 2015,The Evolution of Trust in Business: From Delivery to Values,"This report is based on Phase I of the Leadership, Trust and Performance Equation project (2013-2014) from the World Economic Forum, in collaboration with PwC. It explores how building tr..."
228,5 December 2014,The Role of Financial Services in Society: Towards Responsible Financial Innovation,"The Role of Financial Services in Society: Towards Responsible Financial Innovation is the second in a series of reports from the World Economic Forum, in collaboration with Oliver Wyman...."
229,4 December 2014,Global Energy Architecture Performance Index Report 2015,"The Energy Architecture Performance Index (EAPI), developed by the World Economic Forum in collaboration with Accenture, aims to provide an additional set of data to help leaders benchmar..."
230,2 December 2014,Impact Investing: A Primer for Family Offices,"Impact investing enables high net worth individuals to be explicit about their shared values and to reflect them in their investment and wealth management decisions. In addition, an impac..."
231,28 November 2014,Direct Investing by Institutional Investors," Direct Investing by Institutional Investors: Implications for Investors and Policy-Makers examines the trend towards direct investing in illiquid assets by asset owners, such as pension ..."
232,10 November 2014,"The Future of Manufacturing: Driving Capabilities, Enabling Investments","The manufacturing sector needs to move into a more proactive strategic approach to meet key challenges such as demographic shifts in the consumer market, skills gap and technological inno..."
233,10 November 2014,The Future Availability of Natural Resources,This report takes a novel approach to enhance the understanding of natural resource availability over a 20-year time frame.
234,5 November 2014,Economics of Non-Communicable Diseases in India,"Non-communicable diseases have been established as a clear threat not only to human health, but also to development and economic growth. The evidence is compelling. India stands to incur ..."
235,20 October 2014,Global Gender Gap Report 2014,"The Global Gender Gap Report 2014 quantifies the magnitude of gender-based disparities and tracks their progress over time. While no single measure can capture the complete situation, the..."
236,17 October 2014,Outlook on the Global Agenda 2015,The Outlook on the Global Agenda 2015 features an analysis of the Top 10 trends which will preoccupy our experts for the next 12-18 months as well as the key challenges facing the world’s...
237,8 October 2014,Why Care about Faith?,"The Global Agenda Council on the Role of Faith (2012-2014) has collected a series of essays, highlighting the practical aspect of faith and how to engage with faith actors in long-term an..."
238,8 October 2014,Rethinking Arab Employment,"This report represents the culmination of an exhaustive exploration of the root causes and potential solutions for youth unemployment in GCC countries, based on the World Economic Forum’s..."
239,10 September 2014,Scenarios for the South Caucasus and Central Asia,"The South Caucasus and Central Asia is a region often viewed through a narrow historical lens, in which the Soviet era looms larger than the region’s proud history of centrality to the gl..."
240,9 September 2014,Charting the Course: How Mainstream Investors can Design Visionary and Pragmatic Impact Investing Strategies,"Each investor and investment institution needs to evaluate whether impact investing fits with its investment principles, future growth plans and strategic constraints – and where it does ..."
241,5 September 2014,Convening Innovators from the Science and Technology Communities,"Discoveries in science and technology are arguably the greatest agent of change in the modern world. While never without risk, these technological innovations can lead to solutions for pr..."
242,26 August 2014,"Impact Investing – From Ideas to Practice, Pilots to Strategy II",
243,21 August 2014,Global Competitiveness Report 2014-2015,"The Global Competitiveness Report 2014-2015 assesses the competitiveness landscape of 144 economies, providing insight into the drivers of their productivity and prosperity. The Report se..."
244,13 August 2014,The Competitiveness of Cities,The World Economic Forum has been studying competitiveness for over 30 years by focusing on the assessment of the productive potential of countries in The Global Competitiveness Report se...
245,6 August 2014,A Framework for Sustainable Security Systems,The Global Agenda Council on Social Security Systems is committed to find solutions to ensure an individual’s lifetime financial security. The second edition of this compendium is a part ...
246,31 July 2014,The Future of Urban Development Initiative: Dalian and Zhangjiakou Champion City Strategy,"With 54% of the Chinese population living in cities, China has six megacities of more than 10 million inhabitants and 103 cities of more than one million inhabitants. This presents China ..."
247,8 July 2014,Mineral Value Management – A Multidimensional View of Value Creation from Mining,The World Economic Forum’s Responsible Mineral Development Initiative (RMDI) was established in 2010 to develop a better understanding of the challenges and complexities involved in makin...
248,8 July 2014,Mineral Value Management – A Multidimensional View of Value Creation from Mining,The World Economic Forum’s Responsible Mineral Development Initiative (RMDI) was established in 2010 to develop a better understanding of the challenges and complexities involved in makin...
249,7 July 2014,Mega-regional Trade Agreements: Game-Changers or Costly Distractions for the World Trading System?,The World Economic Forum’s Global Agenda Council on Trade &amp; Foreign Direct Investment is pleased to present the report Mega-regional Trade Agreements: Game-Changers or Costly Distract...
250,2 July 2014,Does Faith Matter?  Leaders on the Role of  Faith in Society,The Global Agenda Council on the Role of Faith developed an online survey for global leaders and executives to help us reflect on the significance of faith in society. The survey asked qu...
251,30 June 2014,Health Systems Leapfrogging in Emerging Economies,"One of the major and growing challenges facing emerging economies is how they can make their health systems sustainable. As they try to catch up with more advanced health systems, they of..."
252,25 June 2014,Smart Travel: Unlocking Economic Growth and Development through Travel Facilitation,"The 21st-century traveller has high expectations when it comes to efficiency and a low tolerance for barriers to global mobility. Unfortunately, travel infrastructure and bureaucracy are ..."
253,23 June 2014,The Water-Energy Nexus: Strategic Considerations for Energy Policy-Makers,This paper explores the interconnection between water and energy production and presents energy policy-makers with factors to take into consideration for both the present and the future.H...
254,3 June 2014,The Europe 2020 Competitiveness Report 2014,"In 2012, the first edition of The Europe 2020 Competitiveness Report: Building a More Competitive Europe assessed Europe’s progress in enhancing competitiveness based on the Europe 2020 s..."
255,3 June 2014,Closing the Gender Gap in Japan,"Gender parity is imperative to addressing Japan’s long-term economic and demographic challenges, including an ageing workforce, low fertility and talent shortages. In addition to public p..."
256,28 May 2014,"World Economic Forum on Africa: Forging Inclusive Growth, Creating Jobs","While maintaining its remarkable growth trajectory, Africa stands to benefit from its significant demographic dividend fuelled by a youthful population and growing consumer-related indust..."
257,16 May 2014,Accelerating Infrastructure Delivery: New Evidence from International Financial Institutions,Infrastructure is an important driver of economic competitiveness in the present globalized investment landscape. Yet the divergence between the need for infrastructure and the ability of...
258,15 May 2014,Leadership in Social Enterprise: How to Manage Yourself and the Team,"There are thousands of books about leadership, and it is easy to get lost in the jungle of articles on the internet. The top 10 leadership qualities according to Forbes – honesty, the abi..."
259,15 May 2014,Connected World 2014,"The “Connected World: Transforming Travel, Transportation and Supply Chains” project was established to identify new solutions for traffic, transportation, travel and trade that use hyper..."
260,7 May 2014,African Strategic Infrastructure: Initiative Managing Transnational Infrastructure Programmes in Africa – Challenges and Best Practices,"Political leaders around the world are increasingly sharing a common vision of regional integration – to open up regional markets, link production clusters in different countries, facilit..."
261,6 May 2014,Rethinking Personal Data,The World Economic Forum’s global dialogue on personal data seeks to cut through this complexity. A multi-year initiative with global insights from the highest levels of leadership from i...
262,1 May 2014,Grow Africa Report 2014,"2014 is Africa’s Year of Agriculture and Food Security. In the context of the Comprehensive Africa Agriculture Development Programme (CAADP), the continent’s leaders will renew their comm..."
263,1 May 2014,"The Internet Trust Bubble Global Values, Beliefs and Practices","Digital technology is becoming a medium of daily life, business and governance, shaping future societies and economies. At the centre of this change is the emerging understanding that the..."
264,1 May 2014,Rethinking Personal Data: Trust and Context in User-Centred Data Ecosystems,"As part of its multi-year Rethinking Personal Data initiative, the World Economic Forum, in partnership with Microsoft, collaborated to understand the impact ofcontext on individuals’ att..."
265,27 April 2014,Delivering Digital Infrastructure – Advancing the Internet Economy,"The Delivering Digital Infrastructure – Advancing the Internet Economy report, which was prepared in collaboration with The Boston Consulting Group, discusses the steps necessary to keep ..."
266,12 April 2014,Emerging Best Practices of Chinese Globalizers,"This report is a continuation of the Corporate Global Citizenship Challenge study; its objective is to identify challenges, synthesize best practices by Chinese globalizers, and thereby h..."
267,11 April 2014,Five Arctic Myths,"The Arctic continues to become more relevant to today’s society and is perhaps the most visible manifestation of climate change. As the region’s transformations accelerate, receiving more..."
268,11 April 2014,"Scenarios for Ukraine: Reforming institutions, strengthening the economy after the crisis","Reforming institutions, strengthening the economy after the crisisAmid the severe geopolitical tensions that followed the political changes in the country, the Scenarios for Ukraine repor..."
269,11 April 2014,Global Information Technology Report 2014,"The Global Information Technology Report 2014 features the latest results of the NRI, offering an overview of the current state of ICT readiness in the world. This year’s coverage include..."
270,7 April 2014,World Economic Forum on Latin America Opening Pathways for Shared Progress,"The ninth World Economic Forum on Latin America took place in Panama City and brought together more than 650 leaders from industry, government, academia and civil society, including seven..."
271,26 March 2014,Strategic Infrastructure 2014,The Strategic Infrastructure report is intended to serve as a “roadmap” for directing governments and other stakeholders to the critical success factors in infrastructure operations and m...
272,25 March 2014,Creating New Models: Innovative Public-Private Partnerships for Inclusive Development in Latin America,"In this report, the members of the Global Agenda Council on Latin America have chosen to illustrate, through a series of brief case studies, the creativity and commitment displayed throug..."
273,24 March 2014,Global Enabling Trade Report 2014,
274,23 March 2014,Global Growth Companies,"Together with the other New Champions, the Global Growth Companies form a key component of the World Economic Forum. These companies share leading ideas and insights on regional and indus..."
275,19 March 2014,CEO Breakfast Report - Mobile World Congress 2014,"The digital world has substantialy redifened trade, and continues to be one of the key drivers of economic activity across the globe. The digital economy is on pace to reach US$ 4.2 trill..."
276,7 March 2014,Creating More Effective Organizations Report,"Globally, organizations tend to regard wellness in the workplace as an HR issue of little business importance. Less than half of all employees worldwide work for organizations that active..."
277,7 March 2014,Enhancing Corporate Performance by Tackling Chronic Disease Report,"Chronic illnesses exact a heavy toll on businesses, budgets and economies. They account for the lion’s share of healthcare costs in developed markets and, increasingly, emerging markets. ..."
278,14 February 2014,Mining and Metals in a Sustainable World,"This scoping paper investigates the role and contribution of mining and metals in a sustainable world, offering one possible vision for the sector. Highlighting key issues and trends on t..."
279,14 February 2014,World Economic Forum Annual Meeting 2014,"Meeting under the theme The Reshaping of the World: Consequences for Society, Politics and Business, more than 2,500 business, government and civil society leaders from over 100 countries..."
280,11 February 2014,Infrastructure Investment Policy Blueprint,Governments the world over are facing an acute need for new or modernized infrastructure; the estimated shortfall in global infrastructure debt and equity investment is at least US$ 1 tri...
281,10 February 2014,Global Agenda Council on Women's Empowerment 2012-2014,"Countries that invest in girls and integrate women into the workforce tend to be more competitive. Thus, many governments are considering or already implementing policies to promote oppor..."
282,10 February 2014,Global Agenda Council on Fragile States and Conflict Prevention 2012-2014,"Some 1.5 billion people in an estimated 40 countries live in an environment marked by persistent conflict and fragility. Often referred to as “fragile and conflict-affected countries”, th..."
283,3 February 2014,Matching Skills and Labour Market Needs: Building Social Partnerships for better skills and better jobs,"Skills are critical assets for individuals, businesses and societies. Matching skills and jobs has become a high-priority policy concern, as mismatches, occurring when workers have either..."
284,3 February 2014,Unemployment: Rising to the Global Challenge: An agenda for Policy-makers and Social Partners,"This Report produced by the World Economic Forum’s Global Agenda Council on Employment analyses the need for the global economy to grow in order to create jobs, and the need for jobs in o..."
285,23 January 2014,A Case for Robust  Investment Frameworks  for an Evolving Electricity  System,Significant energy transitions are under way globally and now more than ever society is actively involved in shaping their outcomes. The partner companies of the World Economic Forum Util...
286,23 January 2014,Demystifying the Arctic,"To this day, the general public thinks of the Arctic in visions of unspoiled ocean and landscapes, expansive ice, clean water, unique species and aboriginal cultures – essentially,it remi..."
287,22 January 2014,Russia's Regions Drivers for Growth: 4x4,"Building on the main conclusions from the Forum’s Scenarios for the Russian Federation process, this report provides a deeper analysis of the potential of Russia’s regions to champion ins..."
288,22 January 2014,Bringing Space Down to Earth,The World Economic Forum’s Global Agenda Council on Space Security is publishing a book that breaks through the technical jargon and clearly explains how space-based technologies and serv...
289,21 January 2014,Climate Adaptation: Seizing the Challenge,"The World Economic Forum’s Global Agenda Council on Climate Change’s report, Climate Adaptation: Seizing the Challenge, captures some of the latest thinking in the field of climate adapta..."
290,20 January 2014,Jobs and Skills: Tackling the Global Unemployment Crisis - Preparing for Growth,"It has been six years since the start of the global financial crisis and job creation remains weak in many G20 countries, preventing a significant decline in the often record-high levels ..."
291,19 January 2014,Norms and Values in Digital Media: Rethinking Intellectual Property in the Digital Age,"In 2013, The Media, Entertainment and Information Industries community of the World Economic Forum took a deep look into intellectual property issues in the digital age. \""Norms and Value..."
292,19 January 2014,Industry and Institutional Initiatives,"Through the power of such multistakeholder collaboration, the Forum helps business leaders and industry communities to generate insight and trigger action on a wide variety of issues. Thi..."
293,19 January 2014,Regional Partners 2014,"Regional Partners are a dynamic community of chief executive officers (CEOs) and senior executives that spans seven regions, and a vibrant body of corporate citizens that work alongside e..."
294,19 January 2014,Community of Foundation Members 2014,"The World Economic Forum provides a framework for global cooperation between business, government and civil society to stimulate dialogue, facilitate understanding of most pressing and em..."
295,17 January 2014,Safeguarding Aviation and Travel Value Chains Against Corruption,The Safeguarding Aviation and Travel Value Chains Project has created a safe space for leading aviation and travel companies to review and analyse the transparency and corruption challeng...
296,17 January 2014,Enabling Trade – From Valuation to Action,Enabling Trade – From Valuation to Action explores how effective supply chains can alleviate a critical societal challenge that concerns all of us: the need to feed a growing population. ...
297,17 January 2014,Collaborating for Healthy Living: From Bottlenecks to Solutions,"To help lay the groundwork for successful multistakeholder collaborations for healthy living, the World Economic Forum, in collaboration with Bain &amp; Company, has produced the insights..."
298,17 January 2014,"New Growth Models: Challenges and steps to achieving patterns of more equitable, inclusive and sustainable growth","The global economy is growing at an unprecedented pace, bringing large swathe’s of the world’s population out of poverty. But this is not without its challenges. New Growth Models takes a..."
299,16 January 2014,Scenarios for Mongolia,"Mongolia’s economic potential is significant, with vast deposits of copper and coking coal situated close to its main market in China. However, this potential is vulnerable as the country..."
300,16 January 2014,Risk and Responsibility in a Hyperconnected World 2014,
301,12 January 2014,Global Risks 2014,The Global Risks 2014 report highlights how global risks are not only interconnected but also have systemic impacts. Based on a survey of the World Economic Forum’s multistakeholder commu...
302,12 January 2014,The Forum of Young Global Leaders – A generation of change,"The Forum of Young Global Leaders is a community made up of the world’s most outstanding next-generation leaders. Bold, brave, action-oriented and entrepreneurial, these individuals commi..."
303,9 January 2014,Entrepreneurial Ecosystems Around the Globe and Early-Stage Company Growth Dynamics,"The World Economic Forum, in collaboration with Stanford University, Ernst &amp; Young and Endeavor, surveyed over 1,000 entrepreneurs from around the globe with the goal of better unders..."
304,11 December 2013,"Impact Investing – From Ideas to Practice, Pilots to Strategy","From Ideas to Practice, Pilots to Strategy is both an attempt – and an opportunity – to disseminate the best practices and lessons learned from the first movers, early adopters and bold i..."
305,27 November 2013,Global Energy Architecture Performance Index 2014,This report looks at what a new energy architecture might look like and how best-in-class enabling environments have already helped some high-ranking countries begin their transitions to ...
306,22 November 2013,Sustainable Consumption: Stakeholder Perspectives,This unique publication is a collection of personal reflections of many of the world’s most well-known corporate and civil society champions that have been part of the World Economic Foru...
307,21 November 2013,Annual Meeting of  the New Champions  2013 - Global Growth  Companies Report,"The Annual Meeting of the New Champions 2013 in Dalian, People’s Republic of China, focused on science, technology, innovation and sustainability. The Meeting constituted an excellent opp..."
308,19 November 2013,Global Agenda Council on Energy Security,"Addressing world`s energy challenges requires new technologies. States spending decreases and policies are unrealistic and not coordinated. Great examples of CERN, the Human Genome Projec..."
309,13 November 2013,Designing for Action: Principles of Effective Sustainability Measurement,A new report from the World Economic Forum’s Global Agenda Council on Measuring Sustainability calls for more robust and operational approaches to addressing the challenges of climate cha...
310,6 November 2013,Agenda 2014 – Regional Meetings and the Annual Meeting of the New Champions,"For more than 40 years, the World Economic Forum has provided an unrivalled independent platform for convening the most relevant actors from all sectors – business, government and civil s..."
311,4 November 2013,Outlook on the Global Agenda 2014,The Outlook on the Global Agenda 2014 provides a top-of-mind perspective from the Global Agenda Councils on the challenges and opportunities of the coming 12–18 months. It offers a compre...
312,30 October 2013,Global Agenda Council on the Role of Business,"The environment in which today’s businesses operate has undergone a fundamental transformation in the last two decades. Increasingly, leaders in the private sector have realized that old ..."
313,24 October 2013,Young Global Leaders - Sharing Economy Innovation,"This paper represents the effort of various Young Global Leaders (YGLs) in placing the sharing economy on the global agenda, underscoring its significance for actors in the private, publi..."
314,22 October 2013,Lessons Drawn from Reforms of Energy Subsidies,"Energy subsidies are costly for national budgets and lead to unintended adverse consequences by impeding market functions, limiting investment and undermining climate change efforts. Once..."
315,20 October 2013,"The Global 
Gender Gap 
Report
2013","The Global Gender Gap Index seeks to measure one important aspect of gender equality: the relative gaps between women and men, across a large set of countries and across the four key area..."
316,15 October 2013,Towards the circular economy: Accelerating the scale-up across global supply chains,"In this report, the World Economic Forum and the Foundation, with analytics provided by McKinsey &amp; Company, acting as project adviser, joined forces to reconcile the concept of scalin..."
317,14 October 2013,Energy Harnessing: New Solutions for Sustainability and Growing Demand,"Energy is the fuel of the global economy. Without sufficient energy to heat and light our houses, run our businesses, power our manufacturing plants, and stoke our cars and planes, our wo..."
318,7 October 2013,Intellectual Property Rights in the Global Creative Economy,"This paper considers how technology trends and a globalized economy are reshaping the way we create, distribute and access content. The results of that study are intended to help everyone..."
319,30 September 2013,Automotive - Governors Meeting 2013,"The theme of this year’s Annual Meeting, Resilient Dynamism, also reflects the spirit of the Automotive Governors discussions in the current industry context. The industry must actively r..."
320,30 September 2013,Green Light: Creating ICT Efficiency for a Cleaner Future,"Welcome to the second edition of Green Light, a monthly newsletter from the Global Agenda Council on Governance for Sustainability aimed at highlighting promising environmental initiative..."
321,30 September 2013,Annual Meeting of the New Champions - Rethinking Personal Data,Participants at the Annual Meeting of New Champions held a private session to discuss innovations and risks in the use and exchange of personal data as part of the on-going Rethinking Per...
322,30 September 2013,The Business Case for Migration,"Globalization has made the free flow of goods and ideas an integral part of modern life. The world has benefited greatly from the accelerated exchange of products, services, news, music, ..."
323,26 September 2013,"The Human
Capital Report 
2013","The Human Capital Report details the findings of a new Index which measures countries on their ability to develop and deploy healthy, educated and able workers through four distinct pilla..."
324,25 September 2013,Annual Report  2012-2013,"We live in a fast-moving, highly interconnected world, yet our existing systems, structures and formal institutions no longer suffice. Pressing global problems can arise quickly and witho..."
325,25 September 2013,Network of Global Agenda Councils 2012-2014: Midterm Reports,The Global Agenda Councils’ 2012-2014 Midterm Reports provide a snapshot of the work being done by our global network to provide new thinking and potential solutions to the most pressing ...
326,11 September 2013,From the Margins to the Mainstream: Assessment of the Impact Investment Sector and Opportunities to Engage Mainstream Investors,"Investors have great influence over the social, environmental and economic challenges of societies, yet operate within a market infrastructure and investment ecosystem where the incentive..."
327,10 September 2013,Entrepreneurial Ecosystems Around the Globe and Company Growth Dynamics,"Entrepreneurs are key drivers of economic and social progress. Rapidly growing entrepreneurial enterprises are often viewed as important sources of innovation, productivity growth and emp..."
328,29 August 2013,The Global Competitiveness Report 2013-2014,"The Global Competitiveness Report 2013-2014  features a record number of 148 economies, and thus continues to be the most comprehensive assessment of its kind. It contains a detailed prof..."
329,23 August 2013,The Role of Financial Services in Society: A Multistakeholder Compact,"The experiences of recent years have exposed a range of vulnerabilities in the financial system, calling into question the social value of financial institutions and core financial activi..."
330,22 August 2013,Technology Pioneers 2014,"Technology Pioneers in previous years have proved a strong indicator of upcoming trends, and this year’s selection of 36 is likewise expected to point the way towards products and service..."
331,7 August 2013,Global Risks 2013 - Eighth Edition - Japanese,"The Global Risks Report 2013 analyses 50 global risks in terms of impact, likelihood and interconnections, based on a survey of over 1000 experts from industry, government and academia."
332,30 July 2013,Infrastructure Summit - African Strategic Infrastructure Initiative,"On 8 and 10 May, over 150 participants gathered to deliberate transnational and cross-border solutions for infrastructure development in Africa in the context of the Programme for Infrast..."
333,17 June 2013,Anti-Corruption Workshop on India Summary,Is India at a tipping point in the fight against corruption? Public interest in changing the status quo around corruption has never been higher. The legal and regulatory framework for add...
334,17 June 2013,19th PACI Task Force Meeting Summary,"Representatives of the signatory companies to the PACI Principles;on Countering Bribery make up the PACI Task Force, which convened in New Delhi on 10-11 April 2013 to review the Task For..."
335,10 June 2013,The Green Growth  Action Alliance: Progress Report from the  First Year of Catalysing  Private Investment,"At the World Economic Forum Annual Meeting 2013 in Davos-Klosters, three leading economic voices – the presidents of the International Monetary Fund and the World Bank and the Secretary-G..."
336,10 June 2013,World Economic Forum on East Asia: Courageous Transformation for  Inclusion and Integration,"At the historic 2013 World Economic Forum on East Asia in the capital of Myanmar, participants examined the country’s transformation in the context of East Asia’s economic integration. Th..."
337,10 June 2013,"Foreign Direct Investment as a Key Driver for Trade, Growth and Prosperity: The Case for a Multilateral  Agreement on Investment","Foreign direct investment (FDI) is a powerful instrument for growth and development, and is key to enhancing prosperity worldwide and boosting the global economy. Building on its previous..."
338,6 June 2013,Annual Meeting of the New Champions 2013 - Meeting the Innovation Imperative,"The Annual Meeting of the New Champions is designed to stimulate interaction, generate insight and achieve impact across all of the Forum’s communities. It has become the premier gatherin..."
339,3 June 2013,Natural Riches? Perspectives on Responsible Natural Resource Management in Conflict-affected Countries,"To meet growing global demand, natural resources are under increasing pressure. New sources have entered global markets – many of them in developing or emerging economies. Valuable resour..."
340,3 June 2013,New Energy Architecture: Myanmar,"Read the reportRead the Executive SummaryContributors Myanmar is an energy resource rich country, strategically located between major emerging countries such as China and India. Yet, a la..."
