,date,title,summary
340,India,How an AI utopia would work,Artificial intelligence (AI) is giving rise to a technology revolution that builds societies based on leisure and social freedom. The main obstacle is cultural and not technological.
341,Deb Deep Sengupta 02 Oct 2019,Here's how to teach a robot to develop intuition and make intelligent decisions,"Silicon Valley startup Node says it has created the next wave of artificial intelligence, which it calls artificial intuition.
"
342,Fourth Industrial Revolution,Smart skin for robots? Easier said than done,"Artificial intelligence is always evolving. Robots are able to talk, walk, see, hear and smell but they are struggling to feel touch, despite research from MIT and Harvard."
343,Sean Fleming 02 Oct 2019,Is blockchain overhyped? 5 challenges to getting projects off the ground,The much-hyped distributed ledger technology is still in its early stages and limitations remain.
344,Information Technology,Music could send WiFi passwords to your phone,Researchers are aiming to transmit data in the form of WiFi passwords through music soundwaves
345,Emma  Charlton 01 Oct 2019,AI-driven companies need to be more diverse. Here’s why,"Big data and machine learning provide exciting opportunities for business. But there is a high risk of failure, if we do not handle the potential bias that surrounds them"
346,India,Should our digital tools have more ‘personality’?,"Technological advances have introduced factors such as human voices into many devices, however have these humanistic traits gone too far?"
347,Katharine Rooney 01 Oct 2019,A.I. is translating messages of long-lost languages,Researchers from MIT and Google Brain discover how to use deep learning to decipher ancient languages.
348,India,Voice technology could soon be your new best friend. Here's why,"As AI-backed voice technology evolved, it will come to understand its users in deeply intimate ways."
349,Shyamak R Tata 01 Oct 2019,This self-assembling material could soon be inside every optical device,Self-assembling materials can form patterns that might be useful in optical devices.
350,Cities and Urbanization,How automation is cutting into workers’ share of economic output,"As technology creates new jobs, automation is welcomed by workers in many industries. But research has shown that technological advancement isn't always beneficial to a labor force. "
351,Chicko Sousa 30 Sep 2019,Scientists find a way to dramatically increase solar cell output,Method for collecting two electrons from each photon could break through theoretical solar-cell efficiency limit.
352,Artificial Intelligence and Robotics,"
              Fourth Industrial Revolution
            ","
              Explore the latest strategic trends, research and analysis
            "
353,Marcello  Trovati · The Conversation 30 Sep 2019,Harvard scientists have created a camera that can capture invisible light,"A camera just 2 centimeters in length has been created by Harvard scientists, revealing how light is reflected and transmitted by the world around us."
354,Education and Skills,We could soon be able to store data inside artificially engineered DNA,New research shows it’s possible to store image files in solutions of common biological small molecules.
355,Karthik  Krishnan 30 Sep 2019,Scientists may soon be able to predict your memories – here’s how,"A new study published in Psychological Review, details a computer model that may explain why we are able to describe emotional memories in some detail, even after a long time."
356,Digital Economy and Society,Thought AIs could never replace human imagination? Think again,"It has long been understood that AIs find simple human actions, such as visual and auditory processing, almost impossibly difficult. That is no longer the case. Today, AIs are developing ..."
357,The Conversation 27 Sep 2019,"If innovators can solve India's problems, they can save the world. Here's why","India is a country of contrasts. It is home to a $160 billion tech services industry, while also buffeted by environmental and social challenges - and this makes it fertile ground for glo..."
358,Virtual and Augmented Reality,This device lets you play Tetris with your mind,A new system called BrainNet lets three people play a Tetris-like game using a brain-to-brain interface.
359,Alexis Blue · Futurity 27 Sep 2019,Here’s how factories can lead in the Fourth Industrial Revolution,A few leading manufacturers are lighting the way in the adoption of digital technology.
360,Technological Transformation,The rise of techno-nationalism - and the paradox at its core,"It’s globalization’s counterswing. After years of rising global connectivity, the anti-globalization blowback has manifested in the rise of techno-nationalism. But in such an interconnect..."
361,Peter Ruegg-eth Zurich · Futurity 26 Sep 2019,Who is first (and last) in the race to build a workforce fit for the future?,"Demand for workers with new skills is increasing fast. but which countries and industries are ready, and which are lagging behind? "
362,Artificial Intelligence and Robotics,Why a multistakeholder approach is essential to our risk resiliency,"At a time when trade tensions and geo-economic instability are predicted to wipe billions off the economy, our only hope of facing down global risks is to work together, writes the World ..."
363,Alessio Malizia and Silvio Carta · The Conversation 25 Sep 2019,This refinery mixes sunlight and air to create fuel,A new technology produces liquid hydrocarbon fuels exclusively from sunlight and air.
364,Big Data,Empathic AI could be the next stage in human evolution - if we get it right,"Our emotional brain has had little help from technology to-date - but AI has the power to change that. Here's why designing more empathic, human-centred AI presents the largest opportunit..."
365,Rob Matheson · MIT News 25 Sep 2019,Want to use drag-and-drop digital tech like Iron Man? Now you can,"Researchers from MIT and Brown University have developed Northstar, a system for interactive data analytics that runs on touchscreens."
366,Environment and Natural Resource Security,From miniature satellites to giant sun shields – the extreme technology transforming space engineering,A look back at the space technologies which have been developed and refined since the first moon landing show just how far we've come.
367,David L. Chandler · MIT News 25 Sep 2019,Would your mobile phone be powerful enough to get you to the moon?,"Since man first landed on the moon in 1969, technological advances and artificial intelligence have come a long way. But at the time, the computer on the spacecraft would have had less me..."
368,India,"
              Fourth Industrial Revolution
            ","
              Explore the latest strategic trends, research and analysis
            "
369,Kathy Bloomgarden 24 Sep 2019,We all have a 'hierarchy of needs'. But is technology meeting them?,Taking a look at what an individual requires to achieve their potential in today’s tech-driven landscape 
370,Fourth Industrial Revolution,5 ways for scientists and clinicians to double up on healthcare,Treating the rise in non-communicable diseases could be made easier if 'bench and bedside' finally starting collaborating
371,Hala  Hanna and Vilas  Dhar · Project Syndicate 24 Sep 2019,How to make trade single windows more efficient with blockchain,"Single windows can significantly reduce admin processes for trade partners – but they've traditionally suffered with a number of tricky pain points. Until blockchain came along, that is."
372,Fourth Industrial Revolution,We urgently need to future-proof the workforce. Here's how,"How can we update our education, labour and social policy structures to cope as new jobs emerge and old roles are replaced?"
373,Anastasia Moloney and Thomson Reuters Foundation  · Thomson Reuters Foundation trust.org 24 Sep 2019,Smart speakers could soon detect cardiac arrest,"A team of researchers used machine learning to create a tool that could detect agonal breathing, which is present for about 50 percent of people who experience cardiac arrests."
374,India,World’s first AI universe simulator knows things it shouldn’t,"An artificial intelligence has been built that can quickly generate highly-accurate, three-dimensional simulations of the universe."
375,Som Satsangi 23 Sep 2019,These tech start-ups are changing what it means to farm,These four entrepreneurs are using technology to ensure there’s enough food for everyone in the future.
376,Artificial Intelligence and Robotics,5 reasons not to delay your digital transformation,"With labor pools shifting and the cost of overseas manufacturing rising, forward-thinking businesses will seize on a disruptive time to prepare themselves for the future."
377,MIT News · MIT News 23 Sep 2019,Where will evolution take us in the Fourth Industrial Revolution?,The study of evolution allows us to reconstruct the past and to understand how life evolved from simple to complex organisms. Evolutionary reasoning can help us make sense of the biggest ...
378,Fourth Industrial Revolution,How Sierra Leone is using 3D printing to become a model state,"From modelling the distances schoolchildren have to walk to providing visual aids to ministers, the groundbreaking 4IR technology is revolutionizing policymaking in the nation."
379,John  Toon · Futurity 23 Sep 2019,How data exchanges can level the digital playing field,"Developing countries are hampered by a lack of large datasets for AI, machine-learning algorithms and deep learning neural networks. What if we could solve the shortfall through pacts?"
380,Fourth Industrial Revolution,How blockchain is empowering this refugee community in Lebanon,"Technology could be a driving force towards refugees gaining a sense of autonomy, but only if they have a say."
381,Katharine Rooney 23 Sep 2019,Trust links up supply chains. How do you establish it in the digital era?,"A Global Trade Identity (GTID) system means supply chain actors can be sure of who they are digitally transacting with, without third-party help."
382,Fourth Industrial Revolution,Latin America is a mass-transit powerhouse. But it needs fine-tuning,"With their strong culture of mass-transit systems, Latin American and Caribbean cities could become urban mobility success stories by going digital."
383,Deb Geyer 23 Sep 2019,A robot could be your carer in old age - but are you ready?,"The best learning agent is that of the human mind, and modelling how humans learn could help develop robots that we can interact with naturally, say computer scientists."
384,Climate Change,"
              Fourth Industrial Revolution
            ","
              Explore the latest strategic trends, research and analysis
            "
385,David L. Chandler · MIT News 18 Sep 2019,Are you ready to trust a self-driving car? This could be the deciding factor,"According to a new study, trusting your automated car depends a lot on when it lets you know what it’s going to do"
386,Environment and Natural Resource Security,What Africa can learn from China about data privacy,"One-size-fits-all data-use regulation like Europe's GDPR isn't appropriate for a fragmented, developing continent like Africa."
387,Futurity 18 Sep 2019,How the CIO went from geek to peak,Chief Information Officers of large organizations aren’t just thinking about the next IT upgrade or how to cut operational costs: they are changing business models and shifting cultures. 
388,Information Technology,Virtual reality could soon let your doctor ‘step inside’ your blood sample,Researchers are pairing a nanoscale imaging technique with virtual reality technology to offer a way for researchers to “step inside” biological data.
389,Oliver Morsch · Futurity 18 Sep 2019,This is how a smart factory actually works,"Inside a seafood processing facility in Norway, machines, not humans, evaluate the quality of salmon, weigh and grade the fish, and distribute it to the production units. Soon, machines w..."
390,Fourth Industrial Revolution,This is what the world's CEOs really think of AI,"""There is a clear need for those in the C-suite to review the AI practices within their organizations, ask a series of key questions, and take steps to tackle risks."""
391,Jayant Menon 17 Sep 2019,"30 years of tissue engineering, what has been achieved?",Daniel Heath spoke to Professor Andrea O’Connor about the development of tissue engineering
392,Fourth Industrial Revolution,3 ways to rebuild trust in how we regulate technology,Trust in governance is at an all-time low - and this is a problem. Here are three recommendations for policymakers to help build a more trustworthy - and trusted - governance framework fo...
393,Sean Fleming 17 Sep 2019,The open Internet faces serious threats – we must protect it,"Although the idea of the Internet improving the world is often ridiculed today, digital technology can still be a force for good. But this will require keeping the Internet open and globa..."
394,Fourth Industrial Revolution,We are witnessing a revolution in genomics - and it's only just begun,"15 years ago the $3 billion Human Genome Project was completed. Today, it costs as little as $600 - and you can pay for it at the supermarket. The genomics revolution is here, and its pot..."
395,Tej Kohli  · Project Syndicate 17 Sep 2019,AI will drive the societies of the future. Will the governed consent?,"Backed by complex machines and artificial intelligence, government action will become even more impenetrable for the average citizen. How can future governments work with and for the gove..."
396,Social Media,China by numbers: 10 facts to help you understand the superpower today,"China is rarely out of the global headlines. From its record on renewables to gender equality, here are 10 facts about a nation whose influence reaches across around the world."
397,Futurity 17 Sep 2019,This is what China’s ‘green-tech megalopolis’ will look like,"Beijing fosters links between nine cities in Guangdong, Hong Kong and Macau to forge the world's biggest urban area offering 70 million people a smart, low-carbon lifestyle.
"
398,Emerging Technologies,Teaching artificial intelligence to connect senses like vision and touch,"Researchers from MIT’s Computer Science and Artificial Intelligence Laboratory have come up with a predictive artificial intelligence that can learn to see by touching, and learn to feel ..."
399,David Chandler · MIT News 16 Sep 2019,"Industrial robots are bringing jobs back home, but not for low-skilled workers","As the use of robots increases, higher education and training need to be offered to employees to better prepare them for change in labour markets. "
400,Workforce and Employment,"
              Fourth Industrial Revolution
            ","
              Explore the latest strategic trends, research and analysis
            "
401,James Bessen · VoxEU 13 Sep 2019,Figuring out Blockchain's most useful applications,"It’s been over 10 years since Bitcoin first introduced blockchain technology to the world and is a combination of several distinct features, including decentralisation, distribution, cryp..."
402,Artificial Intelligence and Robotics,Intelligent - rather than smart - cities can address the roots of urban challenges,"Lessons learned from smart and intelligent urban projects worldwide can open new avenues to create healthy, sustainable, and happy places for everyone, writes Sylvie Albert
professor of ..."
403,Charlotte HSU-Buffalo · Futurity 13 Sep 2019,New AI could spot early signs of brain disease after a single scan,"MIT researchers have developed a system that gleans far more labeled training data from unlabeled data, which could help machine-learning models better detect structural patterns in brain..."
404,Education and Skills,4 steps to developing responsible AI,"Leaders must ensure AI is designed, built and deployed in a way that empowers people and businesses"
405,So-Young Kang 11 Sep 2019,Amazing site uses AI to turn your scribbles into lovely landscapes,AI can now turn transform rough sketches of a landscape into life-like. photorealistic images 
406,Artificial Intelligence and Robotics,This algorithm lets people walk right out of images,"People moving in and out of photographs used to be reserved for the world of Harry Potter, but computer scientists have now brought that magic to real life."
407,Byron Spice-Carnegie Mellon · Futurity 11 Sep 2019,The EU wants to create 10 million smart lampposts,"For most of us, the humble lamppost is just that. We pass them in the street every day without a thought, but the European Union believes they are the key to the future of Smart Cities."
408,Technological Transformation,What I’ve learned from teaching prisoners to think like scientists,The Think Like A Scientist programme aims to help inmates build critical thinking skills and confidence in their own academic ability.
409,Rachel Gordon · MIT News 11 Sep 2019,This new laser can track down and kill cancer cells,"A new paper reveals a revolutionary method of targeting cancer cells that is completely non-invasive. In using lasers, the tumour can be destroyed before it grows."
410,Advanced Manufacturing and Production,This video of Mark Zuckerberg shows how hard it is to deal with fake news,A recent deepfake video of Facebook's Mark Zuckerberg has raised questions about possible misuse of video fakes in the future.
411, Victor Tangermann	 · Futurism 10 Sep 2019,How tech companies compare at protecting your digital rights,"The world’s tech companies are still falling short when it comes to respecting internet users’ human rights, according to an annual study of their public policies on freedom of expression..."
412,Sustainable Development,Companies and governments are paying people to get healthy -- and its working,A new study has found that very small financial incentives administered as a short “dose” could actually drive you to be more physically active over a long period of time. 
413,Peter Dizikes · MIT News 10 Sep 2019,This ‘tripod foot’ is making hiking easier for people with prosthetic legs,"In the past, uneven terrains have proved difficult for those with prosthetic legs, but new technology from Stanford University is changing that."
414,Emerging Technologies,"An AI taught itself to play a video game – for the first time, it's beating humans",Researchers have found a way to train AI algorithms to perform with a human-like ability in popular 3D multiplayer games.
415,John  Toon · Futurity 09 Sep 2019,How the future of computing can make or break the AI revolution,The computing ecosystem must continue to evolve – maybe into the quantum realm – if AI is to come to full fruition.
416,Fourth Industrial Revolution,"
              Fourth Industrial Revolution
            ","
              Explore the latest strategic trends, research and analysis
            "
417,Stefan Seltz-Axmacher 06 Sep 2019,Tracing the global rise of China's tech giants,China's tech giants have created a complicated latticework of international trade and investment that could make meddling with them for geopolitical reasons a risky endeavour.
418,Africa,Using AI to predict breast cancer and personalize care,MIT scientists have created a new deep-learning model that can predict from a mammogram if a patient is likely to develop breast cancer as much as five years in the future.
419,Robin  Pomeroy and Anna Bruce-Lockhart 06 Sep 2019,New research says internet use is killing your memory,"According to new research, consistent internet usage results in a change in our brain's activities. In turn, there is a risk against groups like Generation Z, who are more exposed to the ..."
420,Fourth Industrial Revolution,Women in Japan are downloading the country's anti-groping app - in record numbers,"Digi Police, a free smartphone app, is aimed specifically at protecting victims of sexual misconduct in crowded places.
"
421,Chris Adam · Futurity 06 Sep 2019,This VR device could let you know the early warning signs for Alzheimer’s,A new technique which makes use of VR has proven its effectiveness at spotting one of the first symptoms associated with Alzheimer's disease.
422,Workforce and Employment,How AI can strengthen doctor-patient connections,Today's rate of innovation and change has made it difficult for patients and physicians to effectively integrate technology into medical best practices.
423,Peter Dizikes · MIT News 06 Sep 2019,"In the age of fake news, these digital watermarks could stop the spread of fake images","Sophisticated image manipulation software makes it difficult to assess the authenticity of an image. Researchers think they a solution, though. "
424,Fourth Industrial Revolution,A four-day working week will not only improve wellbeing – it could save the planet,Working less wouldn’t just free ourselves to spend time doing the things we love: it could be the key to staying within our planet’s boundaries.
425,Laura Tyson and Susan Lund · Project Syndicate 05 Sep 2019,5 questions everyone should ask about their company’s hiring process,"The standard hiring process routinely fails both candidates and employers. This is how to fix it.
"
426,Middle East and North Africa,This tiny robot could one day save your life,"Developed by UC Berkeley, Salto the robot is small and nimble enough to reach areas that humans can't. "
427,Robert  Sanders · Futurity 05 Sep 2019,Over 40% of Americans now call socialism a 'good thing',"A Gallup poll in April 2019 shows that 43% of Americans now describe socialism as a ""good thing"". "
428,Innovation,This South Korean company has built a 5G search and rescue airship,The Skyship uses 5G technology to remotely control drones and robots in disaster zones.
429,VoxEU 04 Sep 2019,This robot helps you lift objects — by looking at your biceps,CSAIL system can mirror a user's motions and follow nonverbal commands by monitoring arm muscles.
430,Fourth Industrial Revolution,Non-thermal plasma: new technology could kill 99.9% of the deadly germs in the air,"A new study suggests that non-thermal plasma – a cool gas made up of electrically charged particles, despite having no overall charge – could inactivate airborne viruses and provide steri..."
431,Rob Matheson · MIT News 04 Sep 2019,Factory workers are facing a mental health crisis. Here's how to respond,"Greater empathy, better nutrition and mindfulness-based exercise are just three ways we could boost the wellbeing of factory workers – and avert a looming mental health apocalypse."
432,Fourth Industrial Revolution,"
              Fourth Industrial Revolution
            ","
              Explore the latest strategic trends, research and analysis
            "
433,Wim Naudé · The Conversation 04 Sep 2019,These are the jobs robots can't do,"When we consider the threat posed by automation at most levels of the value chain, we should remember that robots cannot do what humans cannot tell them to do."
434,"Aviation, Travel and Tourism","NASA held a contest to design a home on Mars, and this printable pod is the winner","Designers were asked to create a printable 3D habitat that could shelter humans on Mars, and the winner has finally been announced."
435,Sérgio Guerreiro 04 Sep 2019,This VR game allows you to experience racial prejudice,MIT researchers have developed a new model which could not only enhance video game simulations but also facilitate training for those who might encounter racial issues in classrooms.
436,Fourth Industrial Revolution,How technology can help us achieve universal healthcare,"No government, NGO or company alone can solve the challenges that stand in the way of achieving universal health coverage by 2030. To do so, we must embrace the power of technology and di..."
437,Noella Bigirimana 03 Sep 2019,This machine could 3D print food and organs,"Their technique freezes each 2D layer immediately after it is merged into the 3D structure, and this process of freezing a single layer of cells provides optimal conditions for surviving ..."
438,Fourth Industrial Revolution,How the virtual world is affecting the real you,Researchers found that after people had an experience in augmented reality their interactions in their physical world changed as well
439,University of Melbourne   · Futurity 03 Sep 2019,This new method allows us to detect when machines make mistakes,Researchers have developed a method which quickly detects instances when neural networks make mistakes they shouldn’t.
440,3D Printing,"What eBay tells us about AI, language and trade",A new study of eBay data suggests that implementation of AI translation on the site appears to have increased trade between countries. 
441,Peter Ruegg-eth Zurich · Futurity 03 Sep 2019,Why we need a global response to AI ethics,As they become more prevalent it is in everyone's interest to consider how technologies such as self-driving cars will navigate life-or-death ethical dilemmas in the real world.
442,Africa,"Sweden has launched a driverless, electric delivery truck","A driverless electric truck began daily freight deliveries on a public road in Sweden on Wednesday, in what developer Einride and logistics customer DB Schenker described as a world first."
443,Dion  Shango 03 Sep 2019,Would you let an AI vote for you?,Can artificial intelligence (AI) help with our voting decisions?
444,Fourth Industrial Revolution,This AI quizbot is helping students to learn,"In a study with 36 students, students correctly recalled over 25 percent more right answers with a QuizBot."
445,James Devitt · Futurity 02 Sep 2019,Machine learning could help make antibiotics more effective,MIT researchers have developed a new machine-learning approach to discover an additional mechanism that helps some antibiotics kill bacteria.
446,Fourth Industrial Revolution,Humane leadership must be the Fourth Industrial Revolution's real innovation,Maximizing workforce productivity in a era of constant change means being aware of both employees' aspirations and emotional needs.
447,Alex Liu 01 Sep 2019,This leech-like robot can crawl on walls,"The researchers fashioned the body out of shower hoses, which move through a gear while vacuum pumps control the robot’s suction cups."
448,Africa,"
              Fourth Industrial Revolution
            ","
              Explore the latest strategic trends, research and analysis
            "
449,Cathy  Smith 01 Sep 2019,"In the age of AI, trust becomes the most valuable commodity","Artificial Intelligence is becoming the biggest technology of the information age, and we need to bake human judgement into it in order to use it fully. "
450,Environment and Natural Resource Security,This hummingbird robot behaves exactly like the real thing ,"Researchers have engineered flying robots to behave like hummingbirds, training them with machine learning algorithms based on various techniques the bird uses naturally every day."
451,Futurity 30 Aug 2019,This incredibly detailed map of Africa could help aid and development,"Reliable data is vital when it comes to finding people in need of help, and more detailed maps could lead to more targeted outreach programmes."
452,Virtual and Augmented Reality,3 ways virtual reality is revolutionising teaching,"As virtual reality becomes more common, it is being used as a way to give students a more hands-on approach to learning."
453,Jessica Outlaw and Susan Persky 29 Aug 2019,The autonomous vehicle is coming – and people must be ready,"The age of autonomous cars could radically alter human behaviour and use of city streets, unless we implement safety precautions. "
454,Fourth Industrial Revolution,"Humanity is ageing, cleaning up outer space and other top stories of the week","Plus: how to do nothing, what we’ve done to nature and how solar and wind won the cost race."
455,Nahia Orduña 29 Aug 2019,Robotic health care is coming to a hospital near you,"Robots are already transforming the medical industry, and their presence is only set to get even bigger."
456,Cities and Urbanization,These are the 4 secret triggers behind your smartphone addiction,Researchers have found four common triggers that make people compulsively use their phones. 
457,Zarina Patel 29 Aug 2019,The internet of (medical) things moment is here,Deloitte predicts the global IoMT device market’s value will reach $158 billion by 2022. Here are 5 ways it is already helping us.
458,Africa,Wireless movement-tracking system could collect health and behavioral data,"MIT researchers have developed a system, called Marko, that leverages radio-frequency (RF) signal reflections off human bodies to wirelessly monitor people’s movement inside their homes t..."
459,Robin  Pomeroy 29 Aug 2019,Stretchy 'nano-forest' might power future wearbles,"Researchers say that these Crumpled carbon nanotube forests, or CNT forests, are a potential solution to the power needs of future wearable technology."
460,The New Data Economy,This ‘wonder material’ could herald a new age in electronics,"The material, that was created by accident, could be revolutionary in its use in batteries and electronics."
461,Stefaan  Verhulst 29 Aug 2019,South Africa's economy in 5 charts,"As South Africans go to the polls, here’s how the country’s economy looks 25 years after its first democratic election. "
462,Fourth Industrial Revolution,Six ways robots are used today that you probably didn’t know about,"Robots come in all shapes and sizes, and they affect your life more than you may realize."
463,Matthew  Swayne · Futurity 29 Aug 2019,"Explained, the role of China's state-owned companies ","As China continues to transition to a market-driven economy, the country's state-owned companies - in their role as deliverers of reform and policy - are becoming more important, even as ..."
464,Artificial Intelligence and Robotics,"
              Fourth Industrial Revolution
            ","
              Explore the latest strategic trends, research and analysis
            "
465,Sarah McQuate  · Futurity 29 Aug 2019,"It's people, not technology, that will decide the future of work","Technology can help improve lives for workers, or lead us back to ""feudalism"" - it's up to us, argues the head of the International Trade Union Confederation"
466,Artificial Intelligence and Robotics,These are the pitfalls of a cash-free society,"As more of us pay by card, online or with apps, a new report warns of the costs of leaving the most vulnerable segments of society behind in the race to a cash-free future."
467,Ben Brumfield · Futurity 28 Aug 2019,These countries have the most robot workers,Numbers of automated workers are increasing in industries across the globe. But which country has the most?
468,Environment and Natural Resource Security,We need to measure innovation better. Here's how ,"Innovation drives productivity. We need to know what works, what doesn’t and why - and that means turning to measurements and metrics. But how can we really measure innovation today? "
469,University of Washington  · Futurity 28 Aug 2019,What role will technology play in the creation of high-paying jobs?,Many regard the falloff in the creation of high-wage jobs as the inevitable result of advances in artificial intelligence and robotics. It isn’t. Technology can be used either to displace...
470,Fourth Industrial Revolution,"To prevent the apocalypse, MIT says to study 'machine behavior'","According to a group led by researchers from MIT’s Media Lab, computer scientists and engineers shouldn’t be the only people shaping the future of artificial intelligence, 

"
471,Dov  Seidman  27 Aug 2019,Explainer: what is quantum machine learning and how can it help us?,Quantum computing is the next great leap for computing in general. When combined with machine learning it holds some exciting prospects.
472,Fourth Industrial Revolution,This AI just invented a new sport,An artificial intelligence system pooled the rules of 400 sports to conceive Speedgate.
473,Anne Trafton · MIT News 27 Aug 2019,How civil society can adapt to the Fourth Industrial Revolution,New and emerging technologies present enormous opportunities to the humanitarian sector - as well as new and complex challenges. 
474,Future of Health and Healthcare,A new AI can spot art forgeries ,A neural network has been trained to spot the difference between real oil paintings by 17th century Dutch painter Rembrandt and clever imitations.
475,Tom Abate · Futurity 27 Aug 2019,These robots can sort recycling,"The ""RoCycle"" system uses in-hand sensors to detect if an object is paper, metal or plastic, and could revolutionize recycling. "
476,"Aviation, Travel and Tourism",This colourful picture is like an invisibility cloak for AI,Engineers from the university of KU Leuven in Belgium invented a colorful patch that renders you invisible to AI based surveillance cameras.
477,"Karime Kuri Tiscareno, Georges  de Moura , and Andrew Hall 26 Aug 2019",US airports will scan 97% of outbound flyers' faces within 4 years ,"According to a recent Department of Homeland Security report, if you board a flight out of the United States four years from now, chances are the government is going to scan your face."
478,Africa,These are the industries most likely to be taken over by robots,"Jobs with lots of manual labor in a predictable environment could see higher automation in the years to come, while jobs involving managing human employees are likely safe for now."
479,Patrice Matchaba 26 Aug 2019,Transparency is key to inclusive employment and government integrity,"Why is transparency so critical? Simply put, transparency makes possible the three vital elements essential for a global inclusive workforce to be successful - trust, engagement and accou..."
480,Emerging Technologies,"
              Fourth Industrial Revolution
            ","
              Explore the latest strategic trends, research and analysis
            "
481,Taylor Kubota · Futurity 23 Aug 2019,"The future of manufacturing is smart, secure and stable",Companies that are already embracing IoT in their factories are finding that the benefits supersede the barriers
482,Future of Mobility,Scientists have made melanin a billion-times more conductive. This is why that matters,"The dark brown melanin pigment, eumelanin, colors hair and eyes, and protects our skin from sun damage. It has also long been known to conduct electricity, but too little for any useful a..."
483,Nikolaus Lang and Charley Xu 22 Aug 2019,Professor Robot – why AI could soon be teaching in university classrooms,"It’s said that automation will threaten more than 800 million jobs worldwide by 2030, including in higher education."
484,Global Risks,We are making robots more capable of handling objects in the real world,The model improves a robot’s ability to mold materials into shapes and interact with liquids and solid objects.
485,Beñat Bilbao-Osorio 22 Aug 2019,Portugal is betting on artificial intelligence to boost exports,Portugal is rolling out a new AI platform which will help its companies find exporting partners around the world.
486,Fourth Industrial Revolution,Scientists have revived basic cellular activity pigs' brains hours after death ,"Basic cellular activity in pigs’ brains has been restored hours after its death, by researchers at Yale University, which could lead to advanced human treatments for strokes. "
487,Kara Manke · Futurity 22 Aug 2019,These amazing microbes could eat electricity and produce bioplastics,"Scientists have figured out a way to feed electricity to microbes to grow truly green, biodegradable bioplastics, according to a new study."
488,Innovation,Smart cities must pay more attention to the people who live in them,"Smart city projects are usually run by politicians, consultants, academics and tech companies. But this neglects the most important people of all. "
489,David Chandler · MIT News 22 Aug 2019,How AI could dramatically improve your healthcare,"As machine learning progresses, its applications include faster, more accurate medical diagnoses."
490,Cybersecurity,Why being efficient is bad for your creativity,"Edward Tenner, distinguished scholar at the Lemelson Center for the Study of Invention and Innovation at the Smithsonian, explains how too much efficiency can kill creativity and turn off..."
491,Mariarosaria Taddeo and Francesca Bosco 22 Aug 2019,We need a reskilling revolution. Here's how to make it happen,"More than half of all employees will need new job skills by 2022 - but only 30% received training in the past year. If we want to ensure inclusive growth, we need to invest in people."
492,Climate Change,Scientists are trying to figure out how to grow grapes on Mars,The scientists found a way to use a certain kind of bacteria from sulfurous springs to convert Martian soil into nutrient-rich dirt in which grapes or other plants could grow.
493,ETH Zurich  · Futurity 21 Aug 2019,How Americans see automation and the workplace in 7 charts,"These seven charts, based on recent Pew Research Center surveys, highlight Americans’ views toward job automation."
494,Emerging Technologies,New quantum device can “generate all possible futures”,A team of scientists say they’ve built a quantum computer that generates a superposition of all possible futures the computer could experience.
495,Tom Webb · The Conversation 21 Aug 2019,Why this company wants to make reading an ebook more like a video game,"Books too boring? Maybe they need badges and achievements for kids who finish their reading homework.
"
496,Fourth Industrial Revolution,"
              Fourth Industrial Revolution
            ","
              Explore the latest strategic trends, research and analysis
            "
497,Devin Coldewey · TechCrunch 20 Aug 2019,A new Welsh curriculum aims to make education more holistic. Will it work? ,"Curriculum reforms are currently taking place in several more economically developed countries and regions across the world. Wales, New Zealand, British Columbia and more are overhauling ..."
498,Artificial Intelligence and Robotics,Will self-driving cars will be “unthinkable” in 50 years? ,New York University data journalism professor Meredith Broussard thinks we might not be heading to the self-driving future we imagined. 
499,Mike Colagrossi · Big Think 20 Aug 2019,5G will drive Industry 4.0 in the Middle East and Africa,"5G will enable new revenue streams from IoT and industrial applications, and accelerate digitalization in the Middle East and Africa."
500,Artificial Intelligence and Robotics,"7.5 billion people, 100 Arab start-ups and other top stories of the week","Read also about Middle East tech revolution, grey water and expandable houses."
501,Prasad  Akella 19 Aug 2019,The latest technology isn't enough – you need the business model to go with it,"As the dawn of electrification and the early history of computing show, pioneering technology means little without the right mindset to apply it."
502,Information Technology,Technology can help us end the scourge of modern slavery. Here's how,"Worldwide there are an estimated 40 million people living in slavery. Governments have been slow to act - but multinational companies, helped by the technologies of the Fourth Industrial ..."
503,Project Syndicate 19 Aug 2019,Would AI be better at governing than politicians?,"Even though algorithmic decisions can be embedded with prejudice and bias of their programmers, a surprising 25% of people would trust them more than politicians."
504,Artificial Intelligence and Robotics,How robot swarms are learning new tricks from nature,Engineers and computer scientists can learn a lot from the swarm behaviour of animals when developing new robotics systems. 
505,Becky Ham 19 Aug 2019,Your future coworkers could be a swarm of robots,"As technology becomes cheaper, more advanced and more accessible, the possibility of large numbers of autonomous robots entering the workforce is increasing."
506,Artificial Intelligence and Robotics,This is how AI is putting stress on workers,"The adoption of new information technologies, such as AI, is influencing not just employment and wages, but worker well-being."
507,David Mitchell · Futurity 19 Aug 2019,Don't compare data to oil – digitization needs a new mindset,Old paradigms drawn from the previous industrial revolution will only hold us back.
508,Artificial Intelligence and Robotics,"In polarized America, a new divide looms","The IT revolution changed the way people work. The advance of automation could call into question whether people will work at all. Not all people, however. Just some."
